,userId,movieId,rating,timestamp,title,genres,KID,year,decade,count,mean
46734,307,2,2.5,1186161482,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
46743,307,27,2.5,1186172544,Now and Then (1995),Children|Drama,YES,1995,1990,9,3.3333333333333335
46765,307,158,1.5,1186161857,Casper (1995),Adventure|Children,YES,1995,1990,62,2.806451612903226
46795,307,343,1.5,1186085618,"Baby-Sitters Club, The (1995)",Children,YES,1995,1990,5,2.9
46801,307,364,3.0,1186160981,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,YES,1994,1990,172,3.941860465116279
46807,307,410,3.0,1186084482,Addams Family Values (1993),Children|Comedy|Fantasy,YES,1993,1990,84,3.1011904761904763
46818,307,455,0.5,1186162451,Free Willy (1993),Adventure|Children|Drama,YES,1993,1990,37,2.391891891891892
46824,307,502,1.0,1215657412,"Next Karate Kid, The (1994)",Action|Children|Romance,YES,1994,1990,15,2.3666666666666667
46831,307,531,3.0,1186162748,"Secret Garden, The (1993)",Children|Drama,YES,1993,1990,24,3.25
46835,307,551,3.0,1186161574,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,YES,1993,1990,93,3.553763440860215
46839,307,586,2.0,1186161387,Home Alone (1990),Children|Comedy,YES,1990,1980,116,2.9956896551724137
46841,307,588,4.0,1186084593,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
46846,307,594,2.5,1186161562,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,YES,1937,1930,77,3.616883116883117
46847,307,595,3.0,1186086099,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,YES,1991,1990,146,3.7705479452054793
46848,307,596,2.5,1186161902,Pinocchio (1940),Animation|Children|Fantasy|Musical,YES,1940,1930,60,3.45
46851,307,616,2.5,1186085259,"Aristocats, The (1970)",Animation|Children,YES,1970,1960,45,3.411111111111111
46879,307,919,5.0,1186161447,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,YES,1939,1930,92,3.880434782608696
46882,307,953,3.0,1186161871,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,YES,1946,1940,58,4.0344827586206895
46884,307,1021,1.0,1186085079,Angels in the Outfield (1994),Children|Comedy,YES,1994,1990,27,2.3333333333333335
46886,307,1028,4.0,1186161879,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,YES,1964,1960,71,3.887323943661972
46887,307,1031,5.0,1186086117,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,YES,1971,1970,24,3.4791666666666665
46888,307,1032,4.0,1186084642,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,YES,1951,1950,40,3.375
46894,307,1073,4.0,1186161025,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,YES,1971,1970,119,3.8739495798319328
46902,307,1097,3.0,1186161008,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
46968,307,1474,1.5,1186172323,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,YES,1997,1990,11,2.1363636363636362
47022,307,2005,4.0,1186162282,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,YES,1985,1980,57,3.5701754385964914
47025,307,2017,0.5,1186173639,Babes in Toyland (1961),Children|Fantasy|Musical,YES,1961,1960,5,3.1
47026,307,2018,3.0,1186085837,Bambi (1942),Animation|Children|Drama,YES,1942,1940,38,3.3684210526315788
47029,307,2036,3.0,1186086690,Blank Check (1994),Children|Comedy,YES,1994,1990,6,2.25
47030,307,2052,3.0,1186172338,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,YES,1993,1990,23,2.760869565217391
47031,307,2054,1.5,1186161644,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,YES,1989,1980,68,2.7573529411764706
47035,307,2081,3.0,1186161820,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,YES,1989,1980,67,3.425373134328358
47036,307,2087,2.5,1186163119,Peter Pan (1953),Animation|Children|Fantasy|Musical,YES,1953,1950,41,3.573170731707317
47037,307,2093,2.5,1186411212,Return to Oz (1985),Adventure|Children|Fantasy,YES,1985,1980,6,3.0
47045,307,2124,2.5,1186084495,"Addams Family, The (1991)",Children|Comedy|Fantasy,YES,1991,1990,38,3.289473684210526
47047,307,2139,3.5,1186174174,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,YES,1982,1980,21,3.4761904761904763
47053,307,2161,2.5,1186162276,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,YES,1984,1980,43,3.5813953488372094
47054,307,2162,2.5,1186172289,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,YES,1990,1980,8,2.5
47087,307,2422,1.0,1215657408,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,YES,1989,1980,14,1.75
47132,307,2798,2.0,1186172632,Problem Child (1990),Children|Comedy,YES,1990,1980,12,1.5833333333333333
47133,307,2804,3.5,1186087932,"Christmas Story, A (1983)",Children|Comedy,YES,1983,1980,55,3.9727272727272727
47147,307,2987,3.0,1186161471,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,YES,1988,1980,97,3.5721649484536084
47158,307,3114,3.0,1186161488,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,YES,1999,1990,97,3.8608247422680413
47192,307,3564,1.0,1186173155,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,YES,2000,1990,12,1.625
47229,307,4039,4.5,1186085129,Annie (1982),Children|Musical,YES,1982,1980,16,3.125
47232,307,4090,2.5,1186173563,"Brave Little Toaster, The (1987)",Animation|Children,YES,1987,1980,8,3.5625
47253,307,4306,2.5,1186161417,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,YES,2001,2000,170,3.8676470588235294
47265,307,4477,4.0,1186086505,Big Top Pee-Wee (1988),Adventure|Children|Comedy,YES,1988,1980,8,1.9375
47284,307,4748,1.5,1186084337,3 Ninjas (1992),Action|Children|Comedy,YES,1992,1990,6,2.0833333333333335
47297,307,4886,3.0,1186161623,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,YES,2001,2000,132,3.871212121212121
47299,307,4896,3.0,1186161948,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,YES,2001,2000,107,3.7616822429906542
47311,307,5092,1.5,1186086476,Big Fat Liar (2002),Children|Comedy,YES,2002,2000,5,3.0
47312,307,5099,3.0,1189608517,Heidi (1937),Children|Drama,YES,1937,1930,4,2.5
47313,307,5103,2.5,1186174183,"Sandlot, The (1993)",Children|Comedy|Drama,YES,1993,1990,24,3.4375
47319,307,5218,2.5,1186162434,Ice Age (2002),Adventure|Animation|Children|Comedy,YES,2002,2000,85,3.6882352941176473
47337,307,5452,1.0,1186172383,Look Who's Talking Now (1993),Children|Comedy|Romance,YES,1993,1990,6,1.5833333333333333
47393,307,6297,2.5,1186172398,Holes (2003),Adventure|Children|Comedy|Mystery,YES,2003,2000,20,3.425
47398,307,6350,4.0,1186087693,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,YES,1986,1980,24,4.0625
47401,307,6377,3.0,1186161783,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
47411,307,6559,2.0,1186259011,Little Giants (1994),Children|Comedy,YES,1994,1990,4,2.5
47413,307,6593,2.0,1186172424,Freaky Friday (2003),Children|Comedy|Fantasy,YES,2003,2000,24,3.2083333333333335
47416,307,6625,2.5,1186087517,Camp Nowhere (1994),Adventure|Children|Comedy,YES,1994,1990,4,2.5
47430,307,6793,2.0,1186086125,Beethoven (1992),Children|Comedy|Drama,YES,1992,1990,11,1.7727272727272727
47431,307,6794,1.5,1186086127,Beethoven's 2nd (1993),Children|Comedy,YES,1993,1990,5,1.5
47443,307,6936,3.5,1197407567,Elf (2003),Children|Comedy|Fantasy,YES,2003,2000,39,3.6923076923076925
47444,307,6951,2.5,1186087704,"Cat in the Hat, The (2003)",Children|Comedy,YES,2003,2000,5,2.1
47457,307,7247,4.0,1186087888,Chitty Chitty Bang Bang (1968),Adventure|Children|Comedy|Fantasy|Musical,YES,1968,1960,11,3.4545454545454546
47484,307,8169,3.0,1186084234,*batteries not included (1987),Children|Comedy|Fantasy|Sci-Fi,YES,1987,1980,7,3.2857142857142856
47486,307,8360,3.0,1186162227,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,YES,2004,2000,92,3.5760869565217392
47508,307,8907,2.5,1186173498,Shark Tale (2004),Animation|Children|Comedy,YES,2004,2000,13,2.3461538461538463
47512,307,8961,3.0,1186162113,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
47517,307,26133,4.0,1224508591,"Charlie Brown Christmas, A (1965)",Animation|Children|Comedy,YES,1965,1960,6,4.0
47526,307,30793,2.5,1186087795,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,YES,2005,2000,61,3.0
47535,307,32031,2.5,1186173703,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,YES,2005,2000,19,3.026315789473684
47564,307,37857,4.5,1215657458,MirrorMask (2005),Adventure|Children|Drama|Fantasy,YES,2005,2000,9,3.611111111111111
47565,307,38038,4.0,1200150345,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,YES,2005,2000,30,3.6333333333333333
47576,307,41566,3.0,1200844592,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,YES,2005,2000,62,3.443548387096774
47600,307,46948,3.0,1186257786,Monster House (2006),Animation|Children|Fantasy|Mystery,YES,2006,2000,9,3.111111111111111
47632,307,52287,3.5,1198680654,Meet the Robinsons (2007),Action|Adventure|Animation|Children|Comedy|Sci-Fi,YES,2007,2000,11,3.5454545454545454
47679,307,58105,3.5,1215657427,"Spiderwick Chronicles, The (2008)",Adventure|Children|Drama|Fantasy|IMAX,YES,2008,2000,5,3.4
47691,307,60069,5.0,1229117973,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,YES,2008,2000,104,4.0576923076923075
47692,307,60487,4.0,1224508589,"It's the Great Pumpkin, Charlie Brown (1966)",Animation|Children|Comedy,YES,1966,1960,5,3.8
47698,307,65088,4.0,1242822476,Bedtime Stories (2008),Adventure|Children|Comedy,YES,2008,2000,11,3.3636363636363638
47706,307,68954,5.0,1243884778,Up (2009),Adventure|Animation|Children|Drama,YES,2009,2000,105,4.004761904761905
47708,308,2,3.0,1421374418,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
47716,308,48,4.0,1421374475,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,YES,1995,1990,68,3.1470588235294117
47729,308,355,3.0,1421374549,"Flintstones, The (1994)",Children|Comedy|Fantasy,YES,1994,1990,42,2.357142857142857
47732,308,362,4.0,1421374591,"Jungle Book, The (1994)",Adventure|Children|Romance,YES,1994,1990,34,3.5294117647058822
47733,308,364,3.0,1421375666,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,YES,1994,1990,172,3.941860465116279
47734,308,410,4.0,1421374432,Addams Family Values (1993),Children|Comedy|Fantasy,YES,1993,1990,84,3.1011904761904763
47740,308,551,3.0,1421374427,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,YES,1993,1990,93,3.553763440860215
47742,308,745,1.0,1421374532,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,YES,1995,1990,48,3.8958333333333335
47746,308,1028,4.0,1421375725,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,YES,1964,1960,71,3.887323943661972
47751,308,1148,1.0,1421374464,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,YES,1993,1990,56,4.035714285714286
47765,308,2953,3.0,1421374608,Home Alone 2: Lost in New York (1992),Children|Comedy,YES,1992,1990,31,2.5161290322580645
47771,308,4886,4.0,1421375044,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,YES,2001,2000,132,3.871212121212121
47774,308,5444,3.5,1421375233,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi,YES,2002,2000,29,3.810344827586207
47780,308,6377,4.0,1421375046,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
47784,308,6936,2.0,1421375240,Elf (2003),Children|Comedy|Fantasy,YES,2003,2000,39,3.6923076923076925
47789,308,8961,4.0,1421375055,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
47790,308,27706,2.0,1421375261,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,YES,2004,2000,25,3.16
47791,308,33615,1.0,1421375259,Madagascar (2005),Adventure|Animation|Children|Comedy,YES,2005,2000,40,3.375
47793,308,41566,4.0,1421375202,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,YES,2005,2000,62,3.443548387096774
47796,308,45517,2.0,1421375244,Cars (2006),Animation|Children|Comedy,YES,2006,2000,41,3.3780487804878048
47799,308,50872,4.0,1421375139,Ratatouille (2007),Animation|Children|Drama,YES,2007,2000,72,3.8680555555555554
47802,308,56152,3.5,1421375723,Enchanted (2007),Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,YES,2007,2000,17,3.676470588235294
47806,308,60069,4.0,1421374722,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,YES,2008,2000,104,4.0576923076923075
47809,308,68954,3.5,1421375137,Up (2009),Adventure|Animation|Children|Drama,YES,2009,2000,105,4.004761904761905
47812,308,76093,4.5,1421373822,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,YES,2010,2000,53,3.943396226415094
47835,309,919,4.5,1126452070,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,YES,1939,1930,92,3.880434782608696
47838,309,953,4.0,1086563214,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,YES,1946,1940,58,4.0344827586206895
47863,309,1302,2.5,1086563293,Field of Dreams (1989),Children|Drama|Fantasy,YES,1989,1980,56,3.517857142857143
47900,309,4886,4.0,1126452348,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,YES,2001,2000,132,3.871212121212121
47936,310,745,5.0,1078649848,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,YES,1995,1990,48,3.8958333333333335
47942,310,1148,5.0,1078649856,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,YES,1993,1990,56,4.035714285714286
47946,310,1223,5.0,1078649861,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,YES,1989,1980,28,4.089285714285714
47955,310,2355,3.5,1078647786,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,YES,1998,1990,92,3.516304347826087
47969,310,3751,4.0,1078649878,Chicken Run (2000),Animation|Children|Comedy,YES,2000,1990,78,3.551282051282051
47971,310,4306,3.5,1078649897,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,YES,2001,2000,170,3.8676470588235294
48005,311,2355,3.0,1057854728,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,YES,1998,1990,92,3.516304347826087
48060,312,1097,5.0,1043176620,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
48129,312,2046,3.0,1043176716,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,YES,1986,1980,24,3.2083333333333335
48285,313,673,1.0,1030558055,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,YES,1996,1990,53,2.707547169811321
48294,313,919,3.0,1030476460,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,YES,1939,1930,92,3.880434782608696
48305,313,1073,3.0,1030475426,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,YES,1971,1970,119,3.8739495798319328
48308,313,1097,2.0,1030474705,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
48385,313,1920,3.0,1030475484,Small Soldiers (1998),Animation|Children|Fantasy|War,YES,1998,1990,18,2.8333333333333335
48398,313,2005,3.0,1030476036,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,YES,1985,1980,57,3.5701754385964914
48406,313,2034,4.0,1030475065,"Black Hole, The (1979)",Children|Sci-Fi,YES,1979,1970,9,2.611111111111111
48407,313,2043,2.0,1030475484,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,YES,1959,1950,4,2.75
48408,313,2046,3.0,1030475208,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,YES,1986,1980,24,3.2083333333333335
48409,313,2053,1.0,1030475081,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,YES,1992,1990,20,2.05
48410,313,2054,1.0,1030475470,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,YES,1989,1980,68,2.7573529411764706
48412,313,2080,1.0,1030558326,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,YES,1955,1950,55,3.4
48413,313,2087,2.0,1030558302,Peter Pan (1953),Animation|Children|Fantasy|Musical,YES,1953,1950,41,3.573170731707317
48414,313,2097,2.0,1030475828,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,YES,1983,1980,10,2.9
48419,313,2116,5.0,1030474930,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,YES,1978,1970,15,3.1333333333333333
48421,313,2138,5.0,1030475342,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,YES,1978,1970,10,4.05
48423,313,2161,2.0,1030475440,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,YES,1984,1980,43,3.5813953488372094
48468,313,2761,3.0,1030476140,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,YES,1999,1990,39,4.051282051282051
48472,313,2798,3.0,1030558282,Problem Child (1990),Children|Comedy,YES,1990,1980,12,1.5833333333333333
48491,313,3114,3.0,1030476128,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,YES,1999,1990,97,3.8608247422680413
48499,313,3396,1.0,1030557337,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,YES,1979,1970,33,3.590909090909091
48501,313,3438,1.0,1030475485,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,YES,1990,1980,25,3.0
48502,313,3440,1.0,1030558411,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,YES,1993,1990,14,2.0714285714285716
48524,313,3751,2.0,1030476141,Chicken Run (2000),Animation|Children|Comedy,YES,2000,1990,78,3.551282051282051
48536,313,4006,5.0,1030474889,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi,YES,1986,1980,7,3.357142857142857
48581,314,1,3.0,834398280,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,YES,1995,1990,215,3.9209302325581397
48600,314,60,3.0,834790837,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,YES,1995,1990,34,3.235294117647059
48604,314,107,3.0,834428630,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,YES,1996,1990,26,3.326923076923077
48633,314,314,4.0,834399001,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,YES,1994,1990,16,3.75
48643,314,364,4.0,834241610,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,YES,1994,1990,172,3.941860465116279
48649,314,410,3.0,834398302,Addams Family Values (1993),Children|Comedy|Fantasy,YES,1993,1990,84,3.1011904761904763
48664,314,551,3.0,834398622,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,YES,1993,1990,93,3.553763440860215
48668,314,588,3.0,834241349,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
48673,314,594,3.0,834398772,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,YES,1937,1930,77,3.616883116883117
48674,314,595,3.0,834398253,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,YES,1991,1990,146,3.7705479452054793
48682,314,673,3.0,848675249,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,YES,1996,1990,53,2.707547169811321
48701,314,1367,3.0,852051252,101 Dalmatians (1996),Adventure|Children|Comedy,YES,1996,1990,47,3.074468085106383
